P30   Test report Date\Time 12.06.2018 11:00:36, GPS reference week number 2005
Integrated device s/n: F1691030 firmware version: A2IMU v3.2.5.2 30.05.18
*IMU: IMU1A s/n 22151 firmware version: IMMM R.1.1.4 12.13.2016 td: 10.000ms
*GNSS receiver: UB482 model: B12G12R12E15bS1Z s/n: GN1001174700959 firmware version: 19524 maximum data rate: 20Hz
*Pressure sensor: type2
*External sensor: absent
Data rate,Hz____________________________ 200
Initial alignment time, s_______________ 5
Magnetic declination ___________________ Mdec= -10.65 (auto) Latitude= 39.0400   Longitude= -77.3900   Altitude= 0.00   Date= 2017.4330
Rolling compensation____________________ ro = 0.00   0.00   0.00   
GNSS receiver___________________________ enabled ext_info Fgps = 10 ro_GPS = -0.02 -1.47 1.23
   Heading correction___________________ Alpha_gps = 0.00 Beta_gps = 0.00 ro_GPS_second = 0.00 0.00 0.00 Ant_baseline_set = 0
Pressure Sensor_________________________ disabled
External Sensor_________________________ Odometer_type = 0 Pulse_length = 0.000000 Odometer_offset = 0.00 0.00 0.00
Aiding data_____________________________ COM1_Aiding_data = 0
Max time of SINS auto mode (s)__________ t_INS_max = 20
Kalman Filter parameters________________ Corr_type = 3 Vh_cut = 1.2 Use_mags = 0 catapult_start = 0 A_catapult_cut = 0.0
ZUPT options____________________________ ZUPT = 0 Vh_zupt = 0.15 Vv_zupt = 0.15 Tv_zupt = 0.10
Alignment angles, deg___________________ 0.00   0.00   0.00
PV measuring point, m___________________ 0.00   -0.38   0.00
Sensors output axes_____________________ Object Instant
Initial alignment_______________________ Heading = 156.403  Roll = -1.429  Pitch = 1.616  USW = 00000000 00000000

        Heading          Pitch           Roll         Gyro_X         Gyro_Y         Gyro_Z          Acc_X          Acc_Y          Acc_Z         Magn_X         Magn_Y         Magn_Z    Temperature            Vdd      USW (L/H)              Latitude      Longitude       Altitude         V_East        V_North           V_Up       Lat_GNSS      Long_GNSS    Height_GNSS        Hor_spd        Trk_gnd        Ver_spd         ms_gps    GNSS_info_1    GNSS_info_2       #solnSVs        latency  anglesPosType   Heading_GNSS    Latency_ms_head     Latency_ms_pos     Latency_ms_vel          P_Bar          H_Bar        New_GPS
         156.50           1.61          -1.41       -0.02506        0.00932        0.00574       0.027888       0.029333       0.998537        -4890.0       -21600.0         3410.0           27.6          11.88     00000000 00000000   39.148999053  -77.618934017    171.8570000          -0.02           0.00           0.03   39.149011638  -77.618940436    173.0440000           0.02         255.68           0.03      226857390       00000101       00111100             13             50            132         218.15                 25                 15                 20         100422         173.21              0
         156.50           1.61          -1.41        0.02374        0.07589        0.07778       0.019974       0.029228       1.003247        -4900.0       -21610.0         3400.0           27.6          11.91     00000000 00000000   39.148999053  -77.618934017    171.8570000          -0.01           0.00           0.03   39.149011638  -77.618940436    173.0440000           0.02         255.68           0.03      226857395       00000101       00111100             13             50            132         218.15                 25                 15                 20         100422         173.13              0
         156.50           1.61          -1.41        0.04625        0.06971        0.03489       0.019413       0.028550       1.002292        -4900.0       -21610.0         3410.0           27.6          11.91     00000000 00000000   39.148999053  -77.618934017    171.8570000          -0.01           0.00           0.03   39.149011638  -77.618940436    173.0440000           0.02         255.68           0.03      226857400       00000101       00111100             13             50            132         218.15                 25                 15                 20         100422         173.13              0
         156.50           1.61          -1.41        0.06120        0.00196       -0.02712       0.028414       0.028810       0.996123        -4880.0       -21620.0         3420.0           27.6          11.90     00000000 00000000   39.148999053  -77.618934017    171.8570000          -0.01           0.00           0.03   39.149011638  -77.618940436    173.0440000           0.02         255.68           0.03      226857405       00000101       00111100             13             50            132         218.15                 25                 15                 20         100422         173.13              0
         156.50           1.61          -1.41        0.00812       -0.03829       -0.11970       0.025750       0.028323       0.990302        -4880.0       -21640.0         3420.0           27.6          11.88     00000000 00000000   39.148999053  -77.618934017    171.8570000          -0.02           0.00           0.03   39.149011638  -77.618940436    173.0440000           0.02         255.68           0.03      226857410       00000101       00111100             13             50            132         218.15                 25                 15                 20         100422         173.13              0
         156.50           1.61          -1.41       -0.00869       -0.02085       -0.05056       0.019567       0.028116       0.993980        -4920.0       -21630.0         3430.0           27.6          11.86     00000000 00000000   39.148999052  -77.618934033    171.8580000          -0.02           0.00           0.03   39.149011637  -77.618940452    173.0450000           0.02         255.68           0.03      226857415       00000101       00111100             13             50            132         218.15                 25                 15                 20         100422         173.13              1
         156.50           1.62          -1.40       -0.10289       -0.00363       -0.01573       0.025759       0.027757       1.003103        -4930.0       -21640.0         3470.0           27.6          11.86     00000000 00000000   39.148999052  -77.618934032    171.8580000          -0.01           0.00           0.00   39.149011637  -77.618940452    173.0450000           0.01         265.13           0.00      226857420       00000101       00111100             13             50            132         218.15                 25                 15                 20         100422         173.13              2
         156.50           1.62          -1.40       -0.11525       -0.00463        0.02869       0.027713       0.027413       1.004916        -4940.0       -21650.0         3460.0           27.6          11.86     00000000 00000000   39.148999052  -77.618934034    171.8580000           0.01           0.00           0.01   39.149011637  -77.618940452    173.0450000           0.01         265.13           0.00      226857425       00000101       00111100             13             50            132         218.15                 25                 15                 20         100422         173.13              0
         156.50           1.62          -1.40       -0.08724       -0.03177       -0.00312       0.020461       0.026569       1.002233        -4940.0       -21640.0         3460.0           27.6          11.85     00000000 00000000   39.148999052  -77.618934033    171.8580000          -0.01           0.00           0.00   39.149011637  -77.618940452    173.0450000           0.01         265.13           0.00      226857430       00000101       00111100             13             50            132         218.23                 30                 15                 20         100422         173.13              4
         156.50           1.62          -1.40        0.02155       -0.11133       -0.04829       0.023378       0.026912       0.997283        -4920.0       -21640.0         3460.0           27.6          11.85     00000000 00000000   39.148999052  -77.618934034    171.8580000          -0.01           0.00           0.00   39.149011637  -77.618940452    173.0450000           0.01         265.13           0.00      226857435       00000101       00111100             13             50            132         218.23                 30                 15                 20         100422         173.21              0
         156.50           1.62          -1.40        0.11361       -0.06114       -0.01113       0.030159       0.028763       0.990111        -4920.0       -21630.0         3440.0           27.6          11.87     00000000 00000000   39.148999052  -77.618934032    171.8580000          -0.01           0.00           0.00   39.149011637  -77.618940452    173.0450000           0.01         265.13           0.00      226857440       00000101       00111100             13             50            132         218.23                 30                 15                 20         100422         173.21              0
         156.50           1.62          -1.40        0.02455        0.02071       -0.00029       0.024235       0.029665       0.991731        -4920.0       -21600.0         3430.0           27.6          11.85     00000000 00000000   39.148999052  -77.618934032    171.8580000          -0.01           0.00           0.00   39.149011637  -77.618940452    173.0450000           0.01         265.13           0.00      226857445       00000101       00111100             13             50            132         218.23                 30                 15                 20         100422         173.21              0
         156.50           1.62          -1.40       -0.08647        0.05823        0.00031       0.018948       0.027638       1.000017        -4900.0       -21600.0         3440.0           27.6          11.87     00000000 00000000   39.148999052  -77.618934032    171.8580000          -0.01           0.00           0.00   39.149011637  -77.618940452    173.0450000           0.01         265.13           0.00      226857450       00000101       00111100             13             50            132         218.23                 30                 15                 20         100422         173.21              0
         156.50           1.62          -1.40       -0.09758       -0.01096       -0.00606       0.024007       0.026678       1.006301        -4890.0       -21620.0         3430.0           27.6          11.87     00000000 00000000   39.148999052  -77.618934032    171.8580000          -0.01           0.00           0.00   39.149011637  -77.618940452    173.0450000           0.01         265.13           0.00      226857455       00000101       00111100             13             50            132         218.23                 30                 15                 20         100422         173.13              0
